period,period_roc,period_date,material,item_name,unit,region,region_group,region_level,price_basis,source_dataset,price,price_min,price_max,source_file
107-12,10712,2018-12-01,鋼筋,"產品,鋼筋,SD420,熱軋,D36mm,工地交貨",,南區,南,region,exact,價格趨勢PDF,19300.0,,,鋼筋價格趨勢1071225.pdf
107-12,10712,2018-12-01,鋼筋,"產品,鋼筋,SD420,熱軋,D36mm,工地交貨",,台東,東,region,exact,價格趨勢PDF,19900.0,,,鋼筋價格趨勢1071225.pdf
107-12,10712,2018-12-01,鋼筋,"產品,鋼筋,SD420,熱軋,D36mm,工地交貨",,花蓮,東,region,exact,價格趨勢PDF,19900.0,,,鋼筋價格趨勢1071225.pdf
107-12,10712,2018-12-01,預拌混凝土,"產品,控制性低強度回填材料,混凝土用粒料,90kgf/cm2",,中區,中,region,exact,價格趨勢PDF,1390.0,,,預拌混凝土價格趨勢1071225.pdf
107-12,10712,2018-12-01,預拌混凝土,"產品,控制性低強度回填材料,混凝土用粒料,90kgf/cm2",,南區,南,region,exact,價格趨勢PDF,1430.0,,,預拌混凝土價格趨勢1071225.pdf
107-12,10712,2018-12-01,預拌混凝土,"產品,預拌混凝土材料費,140kgf/cm2,第1型水泥,工地交貨",,中區,中,region,exact,價格趨勢PDF,1800.0,,,預拌混凝土價格趨勢1071225.pdf
107-12,10712,2018-12-01,預拌混凝土,"產品,預拌混凝土材料費,140kgf/cm2,第1型水泥,工地交貨",,南區,南,region,exact,價格趨勢PDF,1750.0,,,預拌混凝土價格趨勢1071225.pdf
107-12,10712,2018-12-01,預拌混凝土,"產品,預拌混凝土材料費,175kgf/cm2,第1型水泥,工地交貨",,中區,中,region,exact,價格趨勢PDF,1900.0,,,預拌混凝土價格趨勢1071225.pdf
107-12,10712,2018-12-01,預拌混凝土,"產品,預拌混凝土材料費,175kgf/cm2,第1型水泥,工地交貨",,南區,南,region,exact,價格趨勢PDF,1850.0,,,預拌混凝土價格趨勢1071225.pdf
107-12,10712,2018-12-01,預拌混凝土,"產品,預拌混凝土材料費,210kgf/cm2,第1型水泥,工地交貨",,中區,中,region,exact,價格趨勢PDF,2000.0,,,預拌混凝土價格趨勢1071225.pdf
107-12,10712,2018-12-01,預拌混凝土,"產品,預拌混凝土材料費,210kgf/cm2,第1型水泥,工地交貨",,南區,南,region,exact,價格趨勢PDF,1950.0,,,預拌混凝土價格趨勢1071225.pdf
107-12,10712,2018-12-01,預拌混凝土,"產品,預拌混凝土材料費,245kgf/cm2,第1型水泥,工地交貨",,中區,中,region,exact,價格趨勢PDF,2100.0,,,預拌混凝土價格趨勢1071225.pdf
107-12,10712,2018-12-01,預拌混凝土,"產品,預拌混凝土材料費,245kgf/cm2,第1型水泥,工地交貨",,南區,南,region,exact,價格趨勢PDF,2050.0,,,預拌混凝土價格趨勢1071225.pdf
107-12,10712,2018-12-01,預拌混凝土,"產品,預拌混凝土材料費,280kgf/cm2,第1型水泥,工地交貨",,中區,中,region,exact,價格趨勢PDF,2200.0,,,預拌混凝土價格趨勢1071225.pdf
107-12,10712,2018-12-01,預拌混凝土,"產品,預拌混凝土材料費,280kgf/cm2,第1型水泥,工地交貨",,南區,南,region,exact,價格趨勢PDF,2150.0,,,預拌混凝土價格趨勢1071225.pdf
107-12,10712,2018-12-01,預拌混凝土,"產品,預拌混凝土材料費,315kgf/cm2,第1型水泥,工地交貨",,中區,中,region,exact,價格趨勢PDF,2300.0,,,預拌混凝土價格趨勢1071225.pdf
107-12,10712,2018-12-01,預拌混凝土,"產品,預拌混凝土材料費,315kgf/cm2,第1型水泥,工地交貨",,南區,南,region,exact,價格趨勢PDF,2250.0,,,預拌混凝土價格趨勢1071225.pdf
107-12,10712,2018-12-01,預拌混凝土,"產品,預拌混凝土材料費,350kgf/cm2,第1型水泥,工地交貨",,中區,中,region,exact,價格趨勢PDF,2400.0,,,預拌混凝土價格趨勢1071225.pdf
107-12,10712,2018-12-01,預拌混凝土,"產品,預拌混凝土材料費,350kgf/cm2,第1型水泥,工地交貨",,南區,南,region,exact,價格趨勢PDF,2350.0,,,預拌混凝土價格趨勢1071225.pdf
107-12,10712,2018-12-01,預拌混凝土,"產品,預拌混凝土材料費,420kgf/cm2,第1型水泥,工地交貨",,中區,中,region,exact,價格趨勢PDF,2490.0,,,預拌混凝土價格趨勢1071225.pdf
107-12,10712,2018-12-01,預拌混凝土,"產品,預拌混凝土材料費,420kgf/cm2,第1型水泥,工地交貨",,南區,南,region,exact,價格趨勢PDF,2450.0,,,預拌混凝土價格趨勢1071225.pdf
108-01,10801,2019-01-01,H型鋼,"產品,結構用鋼材,熱軋型鋼,H型鋼,(H400×B400,t1=13mm,t2=21mm)",,中區,中,region,exact,價格趨勢PDF,25400.0,,,H型鋼價格趨勢1080125.pdf
108-01,10801,2019-01-01,H型鋼,"產品,結構用鋼材,熱軋型鋼,H型鋼,(H400×B400,t1=13mm,t2=21mm)",,北區,北,region,exact,價格趨勢PDF,25400.0,,,H型鋼價格趨勢1080125.pdf
108-01,10801,2019-01-01,H型鋼,"產品,結構用鋼材,熱軋型鋼,H型鋼,(H400×B400,t1=13mm,t2=21mm)",,南區,南,region,exact,價格趨勢PDF,25400.0,,,H型鋼價格趨勢1080125.pdf
108-01,10801,2019-01-01,H型鋼,"產品,結構用鋼材,熱軋型鋼,H型鋼,(H400×B400,t1=13mm,t2=21mm)",,台東,東,region,exact,價格趨勢PDF,25400.0,,,H型鋼價格趨勢1080125.pdf
108-01,10801,2019-01-01,H型鋼,"產品,結構用鋼材,熱軋型鋼,H型鋼,(H400×B400,t1=13mm,t2=21mm)",,花蓮,東,region,exact,價格趨勢PDF,25400.0,,,H型鋼價格趨勢1080125.pdf
108-01,10801,2019-01-01,H型鋼,"產品,結構用鋼材,熱軋型鋼,H型鋼,(H700×B300,t1=13mm,t2=24mm",,中區,中,region,exact,價格趨勢PDF,25700.0,,,H型鋼價格趨勢1080125.pdf
108-01,10801,2019-01-01,H型鋼,"產品,結構用鋼材,熱軋型鋼,H型鋼,(H700×B300,t1=13mm,t2=24mm",,北區,北,region,exact,價格趨勢PDF,25700.0,,,H型鋼價格趨勢1080125.pdf
108-01,10801,2019-01-01,H型鋼,"產品,結構用鋼材,熱軋型鋼,H型鋼,(H700×B300,t1=13mm,t2=24mm",,南區,南,region,exact,價格趨勢PDF,25700.0,,,H型鋼價格趨勢1080125.pdf
108-01,10801,2019-01-01,H型鋼,"產品,結構用鋼材,熱軋型鋼,H型鋼,(H700×B300,t1=13mm,t2=24mm",,台東,東,region,exact,價格趨勢PDF,25700.0,,,H型鋼價格趨勢1080125.pdf
108-01,10801,2019-01-01,H型鋼,"產品,結構用鋼材,熱軋型鋼,H型鋼,(H700×B300,t1=13mm,t2=24mm",,花蓮,東,region,exact,價格趨勢PDF,25700.0,,,H型鋼價格趨勢1080125.pdf
108-01,10801,2019-01-01,H型鋼,"產品,結構用鋼材,熱軋型鋼,H型鋼,(H800×B300,t1=14mm,t2=26mm)",,中區,中,region,exact,價格趨勢PDF,25700.0,,,H型鋼價格趨勢1080125.pdf
108-01,10801,2019-01-01,H型鋼,"產品,結構用鋼材,熱軋型鋼,H型鋼,(H800×B300,t1=14mm,t2=26mm)",,北區,北,region,exact,價格趨勢PDF,25700.0,,,H型鋼價格趨勢1080125.pdf
108-01,10801,2019-01-01,H型鋼,"產品,結構用鋼材,熱軋型鋼,H型鋼,(H800×B300,t1=14mm,t2=26mm)",,南區,南,region,exact,價格趨勢PDF,25700.0,,,H型鋼價格趨勢1080125.pdf
108-01,10801,2019-01-01,H型鋼,"產品,結構用鋼材,熱軋型鋼,H型鋼,(H800×B300,t1=14mm,t2=26mm)",,台東,東,region,exact,價格趨勢PDF,25700.0,,,H型鋼價格趨勢1080125.pdf
108-01,10801,2019-01-01,H型鋼,"產品,結構用鋼材,熱軋型鋼,H型鋼,(H800×B300,t1=14mm,t2=26mm)",,花蓮,東,region,exact,價格趨勢PDF,25700.0,,,H型鋼價格趨勢1080125.pdf
108-01,10801,2019-01-01,瀝青混凝土,"產品,再生瀝青混凝土鋪面,(密級配,30%回收料),粗粒料19.0mm,AC(1)-10,拌合廠交貨",,中區,中,region,exact,價格趨勢PDF,2300.0,,,瀝青混凝土價格趨勢1080125.pdf
108-01,10801,2019-01-01,瀝青混凝土,"產品,再生瀝青混凝土鋪面,(密級配,30%回收料),粗粒料19.0mm,AC(1)-10,拌合廠交貨",,北區,北,region,exact,價格趨勢PDF,2260.0,,,瀝青混凝土價格趨勢1080125.pdf
108-01,10801,2019-01-01,瀝青混凝土,"產品,再生瀝青混凝土鋪面,(密級配,30%回收料),粗粒料19.0mm,AC(1)-10,拌合廠交貨",,南區,南,region,exact,價格趨勢PDF,2300.0,,,瀝青混凝土價格趨勢1080125.pdf
108-01,10801,2019-01-01,瀝青混凝土,"產品,再生瀝青混凝土鋪面,(密級配,30%回收料),粗粒料19.0mm,AC(1)-10,拌合廠交貨",,台東,東,region,exact,價格趨勢PDF,2330.0,,,瀝青混凝土價格趨勢1080125.pdf
108-01,10801,2019-01-01,瀝青混凝土,"產品,再生瀝青混凝土鋪面,(密級配,30%回收料),粗粒料19.0mm,AC(1)-10,拌合廠交貨",,花蓮,東,region,exact,價格趨勢PDF,2470.0,,,瀝青混凝土價格趨勢1080125.pdf
108-01,10801,2019-01-01,瀝青混凝土,"產品,再生瀝青混凝土鋪面,(密級配,30%回收料),粗粒料25.0mm,AC(1)-10,拌合廠交貨",,中區,中,region,exact,價格趨勢PDF,2160.0,,,瀝青混凝土價格趨勢1080125.pdf
108-01,10801,2019-01-01,瀝青混凝土,"產品,再生瀝青混凝土鋪面,(密級配,30%回收料),粗粒料25.0mm,AC(1)-10,拌合廠交貨",,北區,北,region,exact,價格趨勢PDF,2200.0,,,瀝青混凝土價格趨勢1080125.pdf
108-01,10801,2019-01-01,瀝青混凝土,"產品,再生瀝青混凝土鋪面,(密級配,30%回收料),粗粒料25.0mm,AC(1)-10,拌合廠交貨",,南區,南,region,exact,價格趨勢PDF,2160.0,,,瀝青混凝土價格趨勢1080125.pdf
108-01,10801,2019-01-01,瀝青混凝土,"產品,再生瀝青混凝土鋪面,(密級配,30%回收料),粗粒料25.0mm,AC(1)-10,拌合廠交貨",,台東,東,region,exact,價格趨勢PDF,2210.0,,,瀝青混凝土價格趨勢1080125.pdf
108-01,10801,2019-01-01,瀝青混凝土,"產品,再生瀝青混凝土鋪面,(密級配,30%回收料),粗粒料25.0mm,AC(1)-10,拌合廠交貨",,花蓮,東,region,exact,價格趨勢PDF,2370.0,,,瀝青混凝土價格趨勢1080125.pdf
108-01,10801,2019-01-01,瀝青混凝土,"產品,柔性鋪面,柏油鋪面,AC(1)-10",,中區,中,region,exact,價格趨勢PDF,19000.0,,,瀝青混凝土價格趨勢1080125.pdf
108-01,10801,2019-01-01,瀝青混凝土,"產品,柔性鋪面,柏油鋪面,AC(1)-10",,北區,北,region,exact,價格趨勢PDF,19000.0,,,瀝青混凝土價格趨勢1080125.pdf
108-01,10801,2019-01-01,瀝青混凝土,"產品,柔性鋪面,柏油鋪面,AC(1)-10",,南區,南,region,exact,價格趨勢PDF,19000.0,,,瀝青混凝土價格趨勢1080125.pdf
108-01,10801,2019-01-01,瀝青混凝土,"產品,柔性鋪面,柏油鋪面,AC(1)-10",,台東,東,region,exact,價格趨勢PDF,19000.0,,,瀝青混凝土價格趨勢1080125.pdf
108-01,10801,2019-01-01,瀝青混凝土,"產品,柔性鋪面,柏油鋪面,AC(1)-10",,花蓮,東,region,exact,價格趨勢PDF,19000.0,,,瀝青混凝土價格趨勢1080125.pdf
108-01,10801,2019-01-01,瀝青混凝土,"產品,柔性鋪面,柏油鋪面,AC(1)-20",,中區,中,region,exact,價格趨勢PDF,19000.0,,,瀝青混凝土價格趨勢1080125.pdf
108-01,10801,2019-01-01,瀝青混凝土,"產品,柔性鋪面,柏油鋪面,AC(1)-20",,北區,北,region,exact,價格趨勢PDF,19000.0,,,瀝青混凝土價格趨勢1080125.pdf
108-01,10801,2019-01-01,瀝青混凝土,"產品,柔性鋪面,柏油鋪面,AC(1)-20",,南區,南,region,exact,價格趨勢PDF,19000.0,,,瀝青混凝土價格趨勢1080125.pdf
108-01,10801,2019-01-01,瀝青混凝土,"產品,柔性鋪面,柏油鋪面,AC(1)-20",,台東,東,region,exact,價格趨勢PDF,19000.0,,,瀝青混凝土價格趨勢1080125.pdf
108-01,10801,2019-01-01,瀝青混凝土,"產品,柔性鋪面,柏油鋪面,AC(1)-20",,花蓮,東,region,exact,價格趨勢PDF,19000.0,,,瀝青混凝土價格趨勢1080125.pdf
108-01,10801,2019-01-01,瀝青混凝土,"產品,瀝青混凝土鋪面,(第1類型,底層粗級配),粗粒料19mm,拌合廠交貨",,中區,中,region,exact,價格趨勢PDF,2620.0,,,瀝青混凝土價格趨勢1080125.pdf
108-01,10801,2019-01-01,瀝青混凝土,"產品,瀝青混凝土鋪面,(第1類型,底層粗級配),粗粒料19mm,拌合廠交貨",,北區,北,region,exact,價格趨勢PDF,2990.0,,,瀝青混凝土價格趨勢1080125.pdf
108-01,10801,2019-01-01,瀝青混凝土,"產品,瀝青混凝土鋪面,(第1類型,底層粗級配),粗粒料19mm,拌合廠交貨",,南區,南,region,exact,價格趨勢PDF,2460.0,,,瀝青混凝土價格趨勢1080125.pdf
108-01,10801,2019-01-01,瀝青混凝土,"產品,瀝青混凝土鋪面,(第1類型,底層粗級配),粗粒料19mm,拌合廠交貨",,台東,東,region,exact,價格趨勢PDF,2460.0,,,瀝青混凝土價格趨勢1080125.pdf
108-01,10801,2019-01-01,瀝青混凝土,"產品,瀝青混凝土鋪面,(第1類型,底層粗級配),粗粒料19mm,拌合廠交貨",,花蓮,東,region,exact,價格趨勢PDF,2700.0,,,瀝青混凝土價格趨勢1080125.pdf
108-01,10801,2019-01-01,瀝青混凝土,"產品,瀝青混凝土鋪面,(第2類型,底層粗級配),粗粒料25mm,拌合廠交貨",,中區,中,region,exact,價格趨勢PDF,2480.0,,,瀝青混凝土價格趨勢1080125.pdf
108-01,10801,2019-01-01,瀝青混凝土,"產品,瀝青混凝土鋪面,(第2類型,底層粗級配),粗粒料25mm,拌合廠交貨",,北區,北,region,exact,價格趨勢PDF,2890.0,,,瀝青混凝土價格趨勢1080125.pdf
108-01,10801,2019-01-01,瀝青混凝土,"產品,瀝青混凝土鋪面,(第2類型,底層粗級配),粗粒料25mm,拌合廠交貨",,南區,南,region,exact,價格趨勢PDF,2410.0,,,瀝青混凝土價格趨勢1080125.pdf
108-01,10801,2019-01-01,瀝青混凝土,"產品,瀝青混凝土鋪面,(第2類型,底層粗級配),粗粒料25mm,拌合廠交貨",,台東,東,region,exact,價格趨勢PDF,2280.0,,,瀝青混凝土價格趨勢1080125.pdf
108-01,10801,2019-01-01,瀝青混凝土,"產品,瀝青混凝土鋪面,(第2類型,底層粗級配),粗粒料25mm,拌合廠交貨",,花蓮,東,region,exact,價格趨勢PDF,2580.0,,,瀝青混凝土價格趨勢1080125.pdf
108-01,10801,2019-01-01,砂石,"產品,粒料、粗粒料,25~4.75mm,砂石廠交貨",,中區,中,region,exact,價格趨勢PDF,540.0,,,砂石價格趨勢1080125.pdf
108-01,10801,2019-01-01,砂石,"產品,粒料、粗粒料,25~4.75mm,砂石廠交貨",,北區,北,region,exact,價格趨勢PDF,670.0,,,砂石價格趨勢1080125.pdf
108-01,10801,2019-01-01,砂石,"產品,粒料、粗粒料,25~4.75mm,砂石廠交貨",,南區,南,region,exact,價格趨勢PDF,770.0,,,砂石價格趨勢1080125.pdf
108-01,10801,2019-01-01,砂石,"產品,粒料、粗粒料,25~4.75mm,砂石廠交貨",,東區,東,region,exact,價格趨勢PDF,410.0,,,砂石價格趨勢1080125.pdf
108-01,10801,2019-01-01,砂石,"產品,粒料、粗粒料,25~4.75mm,砂石廠交貨",,花蓮,東,region,exact,價格趨勢PDF,400.0,,,砂石價格趨勢1080125.pdf
108-01,10801,2019-01-01,砂石,"產品,粒料、細粒料,(粗砂,拌合用),砂石廠交貨",,中區,中,region,exact,價格趨勢PDF,630.0,,,砂石價格趨勢1080125.pdf
108-01,10801,2019-01-01,砂石,"產品,粒料、細粒料,(粗砂,拌合用),砂石廠交貨",,北區,北,region,exact,價格趨勢PDF,690.0,,,砂石價格趨勢1080125.pdf
108-01,10801,2019-01-01,砂石,"產品,粒料、細粒料,(粗砂,拌合用),砂石廠交貨",,南區,南,region,exact,價格趨勢PDF,730.0,,,砂石價格趨勢1080125.pdf
108-01,10801,2019-01-01,砂石,"產品,粒料、細粒料,(粗砂,拌合用),砂石廠交貨",,東區,東,region,exact,價格趨勢PDF,430.0,,,砂石價格趨勢1080125.pdf
108-01,10801,2019-01-01,砂石,"產品,粒料、細粒料,(粗砂,拌合用),砂石廠交貨",,花蓮,東,region,exact,價格趨勢PDF,410.0,,,砂石價格趨勢1080125.pdf
108-01,10801,2019-01-01,鋼板,"產品,結構用鋼材,一般結構用軋鋼料,A36,25mm<T≦38mm",,中區,中,region,exact,價格趨勢PDF,22825.0,,,鋼板價格趨勢1080125.pdf
108-01,10801,2019-01-01,鋼板,"產品,結構用鋼材,一般結構用軋鋼料,A36,25mm<T≦38mm",,北區,北,region,exact,價格趨勢PDF,22825.0,,,鋼板價格趨勢1080125.pdf
108-01,10801,2019-01-01,鋼板,"產品,結構用鋼材,一般結構用軋鋼料,A36,25mm<T≦38mm",,南區,南,region,exact,價格趨勢PDF,22825.0,,,鋼板價格趨勢1080125.pdf
108-01,10801,2019-01-01,鋼板,"產品,結構用鋼材,一般結構用軋鋼料,A36,25mm<T≦38mm",,台東,東,region,exact,價格趨勢PDF,22825.0,,,鋼板價格趨勢1080125.pdf
108-01,10801,2019-01-01,鋼板,"產品,結構用鋼材,一般結構用軋鋼料,A36,25mm<T≦38mm",,花蓮,東,region,exact,價格趨勢PDF,22825.0,,,鋼板價格趨勢1080125.pdf
108-01,10801,2019-01-01,鋼板,"產品,結構用鋼材,一般結構用軋鋼料,A572Gr.50,25mm<T≦38mm",,中區,中,region,exact,價格趨勢PDF,24225.0,,,鋼板價格趨勢1080125.pdf
108-01,10801,2019-01-01,鋼板,"產品,結構用鋼材,一般結構用軋鋼料,A572Gr.50,25mm<T≦38mm",,北區,北,region,exact,價格趨勢PDF,24225.0,,,鋼板價格趨勢1080125.pdf
108-01,10801,2019-01-01,鋼板,"產品,結構用鋼材,一般結構用軋鋼料,A572Gr.50,25mm<T≦38mm",,南區,南,region,exact,價格趨勢PDF,24225.0,,,鋼板價格趨勢1080125.pdf
108-01,10801,2019-01-01,鋼板,"產品,結構用鋼材,一般結構用軋鋼料,A572Gr.50,25mm<T≦38mm",,台東,東,region,exact,價格趨勢PDF,24225.0,,,鋼板價格趨勢1080125.pdf
108-01,10801,2019-01-01,鋼板,"產品,結構用鋼材,一般結構用軋鋼料,A572Gr.50,25mm<T≦38mm",,花蓮,東,region,exact,價格趨勢PDF,24225.0,,,鋼板價格趨勢1080125.pdf
108-01,10801,2019-01-01,鋼板,"產品,結構用鋼材,銲接結構用軋鋼料,SM490A,25mm<T≦38mm",,中區,中,region,exact,價格趨勢PDF,24225.0,,,鋼板價格趨勢1080125.pdf
108-01,10801,2019-01-01,鋼板,"產品,結構用鋼材,銲接結構用軋鋼料,SM490A,25mm<T≦38mm",,北區,北,region,exact,價格趨勢PDF,24225.0,,,鋼板價格趨勢1080125.pdf
108-01,10801,2019-01-01,鋼板,"產品,結構用鋼材,銲接結構用軋鋼料,SM490A,25mm<T≦38mm",,南區,南,region,exact,價格趨勢PDF,24225.0,,,鋼板價格趨勢1080125.pdf
108-01,10801,2019-01-01,鋼板,"產品,結構用鋼材,銲接結構用軋鋼料,SM490A,25mm<T≦38mm",,台東,東,region,exact,價格趨勢PDF,24225.0,,,鋼板價格趨勢1080125.pdf
108-01,10801,2019-01-01,鋼板,"產品,結構用鋼材,銲接結構用軋鋼料,SM490A,25mm<T≦38mm",,花蓮,東,region,exact,價格趨勢PDF,24225.0,,,鋼板價格趨勢1080125.pdf
108-01,10801,2019-01-01,鋼筋,"產品,鋼筋,SD280,熱軋,D10mm,工地交貨",,中區,中,region,exact,價格趨勢PDF,17575.0,,,鋼筋價格趨勢1080125.pdf
108-01,10801,2019-01-01,鋼筋,"產品,鋼筋,SD280,熱軋,D10mm,工地交貨",,北區,北,region,exact,價格趨勢PDF,17775.0,,,鋼筋價格趨勢1080125.pdf
108-01,10801,2019-01-01,鋼筋,"產品,鋼筋,SD280,熱軋,D10mm,工地交貨",,南區,南,region,exact,價格趨勢PDF,17275.0,,,鋼筋價格趨勢1080125.pdf
108-01,10801,2019-01-01,鋼筋,"產品,鋼筋,SD280,熱軋,D10mm,工地交貨",,台東,東,region,exact,價格趨勢PDF,17875.0,,,鋼筋價格趨勢1080125.pdf
108-01,10801,2019-01-01,鋼筋,"產品,鋼筋,SD280,熱軋,D10mm,工地交貨",,花蓮,東,region,exact,價格趨勢PDF,17875.0,,,鋼筋價格趨勢1080125.pdf
108-01,10801,2019-01-01,鋼筋,"產品,鋼筋,SD420,熱軋,D29mm,工地交貨",,中區,中,region,exact,價格趨勢PDF,18775.0,,,鋼筋價格趨勢1080125.pdf
108-01,10801,2019-01-01,鋼筋,"產品,鋼筋,SD420,熱軋,D29mm,工地交貨",,北區,北,region,exact,價格趨勢PDF,18975.0,,,鋼筋價格趨勢1080125.pdf
108-01,10801,2019-01-01,鋼筋,"產品,鋼筋,SD420,熱軋,D29mm,工地交貨",,南區,南,region,exact,價格趨勢PDF,18475.0,,,鋼筋價格趨勢1080125.pdf
108-01,10801,2019-01-01,鋼筋,"產品,鋼筋,SD420,熱軋,D29mm,工地交貨",,台東,東,region,exact,價格趨勢PDF,19075.0,,,鋼筋價格趨勢1080125.pdf
108-01,10801,2019-01-01,鋼筋,"產品,鋼筋,SD420,熱軋,D29mm,工地交貨",,花蓮,東,region,exact,價格趨勢PDF,19075.0,,,鋼筋價格趨勢1080125.pdf
108-01,10801,2019-01-01,鋼筋,"產品,鋼筋,SD420,熱軋,D36mm,工地交貨",,中區,中,region,exact,價格趨勢PDF,18975.0,,,鋼筋價格趨勢1080125.pdf
108-01,10801,2019-01-01,鋼筋,"產品,鋼筋,SD420,熱軋,D36mm,工地交貨",,北區,北,region,exact,價格趨勢PDF,19175.0,,,鋼筋價格趨勢1080125.pdf
108-01,10801,2019-01-01,鋼筋,"產品,鋼筋,SD420,熱軋,D36mm,工地交貨",,南區,南,region,exact,價格趨勢PDF,18675.0,,,鋼筋價格趨勢1080125.pdf
108-01,10801,2019-01-01,鋼筋,"產品,鋼筋,SD420,熱軋,D36mm,工地交貨",,台東,東,region,exact,價格趨勢PDF,19275.0,,,鋼筋價格趨勢1080125.pdf
108-01,10801,2019-01-01,鋼筋,"產品,鋼筋,SD420,熱軋,D36mm,工地交貨",,花蓮,東,region,exact,價格趨勢PDF,19275.0,,,鋼筋價格趨勢1080125.pdf
108-01,10801,2019-01-01,預拌混凝土,"產品,控制性低強度回填材料,混凝土用粒料,90kgf/cm2",,中區,中,region,exact,價格趨勢PDF,1410.0,,,預拌混凝土價格趨勢1080125.pdf
108-01,10801,2019-01-01,預拌混凝土,"產品,控制性低強度回填材料,混凝土用粒料,90kgf/cm2",,南區,南,region,exact,價格趨勢PDF,1520.0,,,預拌混凝土價格趨勢1080125.pdf
108-01,10801,2019-01-01,預拌混凝土,"產品,預拌混凝土材料費,140kgf/cm2,第1型水泥,工地交貨",,中區,中,region,exact,價格趨勢PDF,1830.0,,,預拌混凝土價格趨勢1080125.pdf
108-01,10801,2019-01-01,預拌混凝土,"產品,預拌混凝土材料費,140kgf/cm2,第1型水泥,工地交貨",,南區,南,region,exact,價格趨勢PDF,1840.0,,,預拌混凝土價格趨勢1080125.pdf
108-01,10801,2019-01-01,預拌混凝土,"產品,預拌混凝土材料費,175kgf/cm2,第1型水泥,工地交貨",,中區,中,region,exact,價格趨勢PDF,1920.0,,,預拌混凝土價格趨勢1080125.pdf
108-01,10801,2019-01-01,預拌混凝土,"產品,預拌混凝土材料費,175kgf/cm2,第1型水泥,工地交貨",,南區,南,region,exact,價格趨勢PDF,1940.0,,,預拌混凝土價格趨勢1080125.pdf
108-01,10801,2019-01-01,預拌混凝土,"產品,預拌混凝土材料費,210kgf/cm2,第1型水泥,工地交貨",,中區,中,region,exact,價格趨勢PDF,2020.0,,,預拌混凝土價格趨勢1080125.pdf
108-01,10801,2019-01-01,預拌混凝土,"產品,預拌混凝土材料費,210kgf/cm2,第1型水泥,工地交貨",,南區,南,region,exact,價格趨勢PDF,2040.0,,,預拌混凝土價格趨勢1080125.pdf
108-01,10801,2019-01-01,預拌混凝土,"產品,預拌混凝土材料費,245kgf/cm2,第1型水泥,工地交貨",,中區,中,region,exact,價格趨勢PDF,2120.0,,,預拌混凝土價格趨勢1080125.pdf
108-01,10801,2019-01-01,預拌混凝土,"產品,預拌混凝土材料費,245kgf/cm2,第1型水泥,工地交貨",,南區,南,region,exact,價格趨勢PDF,2140.0,,,預拌混凝土價格趨勢1080125.pdf
108-01,10801,2019-01-01,預拌混凝土,"產品,預拌混凝土材料費,280kgf/cm2,第1型水泥,工地交貨",,中區,中,region,exact,價格趨勢PDF,2220.0,,,預拌混凝土價格趨勢1080125.pdf
108-01,10801,2019-01-01,預拌混凝土,"產品,預拌混凝土材料費,280kgf/cm2,第1型水泥,工地交貨",,南區,南,region,exact,價格趨勢PDF,2240.0,,,預拌混凝土價格趨勢1080125.pdf
108-01,10801,2019-01-01,預拌混凝土,"產品,預拌混凝土材料費,315kgf/cm2,第1型水泥,工地交貨",,中區,中,region,exact,價格趨勢PDF,2320.0,,,預拌混凝土價格趨勢1080125.pdf
108-01,10801,2019-01-01,預拌混凝土,"產品,預拌混凝土材料費,315kgf/cm2,第1型水泥,工地交貨",,南區,南,region,exact,價格趨勢PDF,2340.0,,,預拌混凝土價格趨勢1080125.pdf
108-01,10801,2019-01-01,預拌混凝土,"產品,預拌混凝土材料費,350kgf/cm2,第1型水泥,工地交貨",,中區,中,region,exact,價格趨勢PDF,2420.0,,,預拌混凝土價格趨勢1080125.pdf
108-01,10801,2019-01-01,預拌混凝土,"產品,預拌混凝土材料費,350kgf/cm2,第1型水泥,工地交貨",,南區,南,region,exact,價格趨勢PDF,2440.0,,,預拌混凝土價格趨勢1080125.pdf
108-01,10801,2019-01-01,預拌混凝土,"產品,預拌混凝土材料費,420kgf/cm2,第1型水泥,工地交貨",,中區,中,region,exact,價格趨勢PDF,2510.0,,,預拌混凝土價格趨勢1080125.pdf
108-01,10801,2019-01-01,預拌混凝土,"產品,預拌混凝土材料費,420kgf/cm2,第1型水泥,工地交貨",,南區,南,region,exact,價格趨勢PDF,2530.0,,,預拌混凝土價格趨勢1080125.pdf
108-02,10802,2019-02-01,H型鋼,"產品,結構用鋼材,熱軋型鋼,H型鋼,(H400×B400,t1=13mm,t2=21mm)",,中區,中,region,exact,價格趨勢PDF,25450.0,,,H型鋼價格趨勢1080225.pdf
108-02,10802,2019-02-01,H型鋼,"產品,結構用鋼材,熱軋型鋼,H型鋼,(H400×B400,t1=13mm,t2=21mm)",,北區,北,region,exact,價格趨勢PDF,25450.0,,,H型鋼價格趨勢1080225.pdf
108-02,10802,2019-02-01,H型鋼,"產品,結構用鋼材,熱軋型鋼,H型鋼,(H400×B400,t1=13mm,t2=21mm)",,南區,南,region,exact,價格趨勢PDF,25450.0,,,H型鋼價格趨勢1080225.pdf
108-02,10802,2019-02-01,H型鋼,"產品,結構用鋼材,熱軋型鋼,H型鋼,(H400×B400,t1=13mm,t2=21mm)",,台東,東,region,exact,價格趨勢PDF,25450.0,,,H型鋼價格趨勢1080225.pdf
